amount_tsh,date_recorded,gps_height,basin,region,population,scheme_management,permit,construction_year,extraction_type_class,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,month_recorded,age
0.0,2011-03-18,0,Internal,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,3,41
0.0,2011-03-21,15,Rufiji,Pwani,200,VWC,False,1970-01-01 00:00:00.000002005,handpump,never pay,milky,seasonal,shallow well,hand pump,functional,3,41
0.0,2012-10-12,0,Lake Tanganyika,Tabora,0,VWC,True,1970-01-01 00:00:00.000000000,other,per bucket,good,dry,spring,communal standpipe,non functional,10,42
20.0,2013-03-16,963,Pangani,Arusha,200,VWC,True,1970-01-01 00:00:00.000001970,gravity,per bucket,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2013-10-03,1306,Internal,Arusha,240,WUA,True,1970-01-01 00:00:00.000002013,gravity,unknown,good,insufficient,spring,communal standpipe,functional,10,43
0.0,2013-01-30,218,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001982,submersible,never pay,good,dry,borehole,communal standpipe,non functional,1,43
0.0,2011-03-18,-11,Rufiji,Pwani,600,VWC,False,1970-01-01 00:00:00.000002008,handpump,never pay,good,enough,shallow well,hand pump,functional,3,41
0.0,2011-07-11,0,Lake Tanganyika,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,on failure,good,enough,spring,communal standpipe,functional,7,41
0.0,2013-02-22,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,2,43
0.0,2011-08-03,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,improved spring,functional needs repair,8,41
0.0,2011-07-05,0,Lake Nyasa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,shallow well,hand pump,non functional,7,41
0.0,2013-02-27,934,Ruvuma/Southern Coast,Ruvuma,300,WUG,False,1970-01-01 00:00:00.000001998,handpump,on failure,good,insufficient,shallow well,hand pump,functional,2,43
0.0,2011-03-14,1041,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001990,gravity,never pay,good,seasonal,spring,communal standpipe,functional,3,41
30.0,2011-02-26,27,Wami/Ruvu,Pwani,6922,VWC,False,1970-01-01 00:00:00.000002010,submersible,per bucket,good,enough,borehole,communal standpipe,functional,2,41
0.0,2011-03-23,2068,Rufiji,Iringa,300,WUA,True,1970-01-01 00:00:00.000002004,rope pump,never pay,good,enough,borehole,hand pump,non functional,3,41
200.0,2011-04-16,0,Wami/Ruvu,Morogoro,260,VWC,True,1970-01-01 00:00:00.000002006,submersible,per bucket,salty,insufficient,borehole,communal standpipe,non functional,4,41
50.0,2011-03-07,1452,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000002000,gravity,per bucket,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-02-04,1080,Lake Tanganyika,Kigoma,150,VWC,True,1970-01-01 00:00:00.000001990,handpump,unknown,milky,enough,shallow well,hand pump,functional,2,43
0.0,2012-11-02,0,Lake Tanganyika,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,unknown,good,enough,shallow well,hand pump,functional,11,42
0.0,2013-03-29,1521,Pangani,Arusha,150,VWC,True,1970-01-01 00:00:00.000001990,gravity,never pay,good,enough,spring,communal standpipe,functional,3,43
0.0,2011-07-15,0,Lake Tanganyika,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,seasonal,shallow well,hand pump,non functional,7,41
0.0,2013-03-02,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional needs repair,3,43
0.0,2013-03-15,1361,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
250.0,2013-01-29,1117,Lake Tanganyika,Kigoma,360,Water authority,True,1970-01-01 00:00:00.000001976,gravity,monthly,good,enough,river/lake,communal standpipe,non functional,1,43
30.0,2013-03-16,956,Pangani,Arusha,200,VWC,True,1970-01-01 00:00:00.000001980,gravity,per bucket,good,insufficient,spring,communal standpipe,functional,3,43
250.0,2013-01-24,1149,Lake Tanganyika,Kigoma,250,Water authority,True,1970-01-01 00:00:00.000002008,gravity,monthly,good,unknown,river/lake,communal standpipe,functional,1,43
0.0,2013-02-22,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,2,43
250.0,2013-02-13,1364,Lake Tanganyika,Kigoma,570,Water authority,True,1970-01-01 00:00:00.000002002,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,2,43
0.0,2013-01-03,1208,Pangani,Arusha,120,VWC,False,1970-01-01 00:00:00.000002008,gravity,unknown,good,seasonal,river/lake,communal standpipe,functional,1,43
100.0,2013-01-23,452,Ruvuma/Southern Coast,Mtwara,1,VWC,False,1970-01-01 00:00:00.000002007,handpump,per bucket,salty,enough,shallow well,hand pump,non functional,1,43
0.0,2013-01-24,648,Ruvuma/Southern Coast,Lindi,250,VWC,True,1970-01-01 00:00:00.000001992,other,unknown,good,dry,shallow well,other,non functional,1,43
0.0,2011-07-29,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2011-11-03,2171,Lake Nyasa,Iringa,150,VWC,True,1970-01-01 00:00:00.000001998,gravity,never pay,good,insufficient,spring,communal standpipe,functional,11,41
0.0,2013-03-24,1369,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002003,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
500.0,2013-02-12,861,Rufiji,Ruvuma,250,WUG,False,1970-01-01 00:00:00.000002009,other,monthly,good,enough,shallow well,other,non functional,2,43
0.0,2013-01-22,834,Lake Tanganyika,Kigoma,6302,Other,True,1970-01-01 00:00:00.000001985,other,never pay,good,dry,river/lake,communal standpipe,non functional,1,43
0.0,2012-11-04,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,insufficient,shallow well,hand pump,functional,11,42
20.0,2011-03-09,197,Pangani,Tanga,400,VWC,False,1970-01-01 00:00:00.000001983,handpump,per bucket,good,insufficient,shallow well,hand pump,functional,3,41
0.0,2011-03-29,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,motorpump,never pay,salty,insufficient,borehole,communal standpipe,functional,3,41
0.0,2011-07-30,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,non functional,7,41
0.0,2011-04-03,0,Rufiji,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,annually,good,insufficient,river/lake,communal standpipe,functional,4,41
50.0,2013-04-04,1461,Pangani,Arusha,200,VWC,True,1970-01-01 00:00:00.000002010,gravity,per bucket,good,enough,spring,communal standpipe,functional,4,43
300.0,2011-03-12,377,Wami/Ruvu,Morogoro,30,VWC,True,1970-01-01 00:00:00.000002007,handpump,monthly,good,insufficient,shallow well,hand pump,functional,3,41
0.0,2011-02-23,70,Wami/Ruvu,Pwani,400,VWC,True,1970-01-01 00:00:00.000001978,gravity,never pay,good,enough,river/lake,communal standpipe,non functional,2,41
0.0,2011-02-20,1715,Rufiji,Iringa,0,VWC,True,1970-01-01 00:00:00.000002000,handpump,never pay,good,enough,shallow well,hand pump,non functional,2,41
50.0,2011-03-16,102,Wami/Ruvu,Pwani,120,WUA,True,1970-01-01 00:00:00.000002003,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
250.0,2013-02-19,1282,Lake Tanganyika,Kigoma,540,Water authority,True,1970-01-01 00:00:00.000001988,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,2,43
0.0,2013-01-29,183,Ruvuma/Southern Coast,Mtwara,56,VWC,True,1970-01-01 00:00:00.000001978,other,never pay,good,seasonal,shallow well,other,non functional,1,43
6.0,2013-09-03,869,Pangani,Kilimanjaro,10,Water Board,True,1970-01-01 00:00:00.000002008,gravity,per bucket,good,enough,spring,communal standpipe,functional,9,43
1200.0,2013-01-20,1352,Lake Tanganyika,Kigoma,755,Water authority,True,1970-01-01 00:00:00.000001974,gravity,annually,good,insufficient,river/lake,communal standpipe,functional,1,43
0.0,2013-03-15,56,Wami/Ruvu,Dar es Salaam,250,WUG,False,1970-01-01 00:00:00.000002000,other,never pay,good,enough,shallow well,other,non functional,3,43
500.0,2011-03-16,363,Wami/Ruvu,Morogoro,460,VWC,True,1970-01-01 00:00:00.000001996,handpump,monthly,good,enough,shallow well,hand pump,functional needs repair,3,41
0.0,2013-03-04,963,Internal,Manyara,145,VWC,True,1970-01-01 00:00:00.000001997,handpump,never pay,good,dry,shallow well,hand pump,non functional,3,43
0.0,2011-03-27,0,Lake Nyasa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,unknown,good,seasonal,shallow well,hand pump,functional,3,41
0.0,2012-10-19,0,Internal,Tabora,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,insufficient,shallow well,hand pump,functional,10,42
0.0,2013-02-20,1003,Ruvuma/Southern Coast,Ruvuma,500,VWC,True,1970-01-01 00:00:00.000001993,handpump,on failure,good,seasonal,shallow well,hand pump,functional,2,43
0.0,2011-07-12,0,Lake Victoria,Kagera,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,insufficient,spring,communal standpipe,functional,7,41
0.0,2013-03-15,1136,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002002,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
0.0,2013-02-20,1504,Internal,Manyara,763,VWC,True,1970-01-01 00:00:00.000001989,handpump,never pay,good,dry,rainwater harvesting,hand pump,non functional,2,43
50.0,2011-03-06,501,Wami/Ruvu,Morogoro,90,VWC,True,1970-01-01 00:00:00.000001982,gravity,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
6.0,2013-02-03,1658,Pangani,Kilimanjaro,100,Water Board,True,1970-01-01 00:00:00.000002008,gravity,per bucket,good,enough,spring,communal standpipe,functional,2,43
0.0,2011-04-02,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,per bucket,good,enough,shallow well,hand pump,functional,4,41
0.0,2011-08-05,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,seasonal,shallow well,hand pump,functional,8,41
0.0,2011-04-02,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,never pay,salty,insufficient,shallow well,hand pump,functional,4,41
200.0,2013-02-11,957,Lake Tanganyika,Kigoma,225,VWC,True,1970-01-01 00:00:00.000001984,gravity,monthly,good,insufficient,spring,other,non functional,2,43
250.0,2013-01-31,1267,Lake Tanganyika,Kigoma,540,Water authority,True,1970-01-01 00:00:00.000001980,gravity,monthly,good,enough,river/lake,communal standpipe,functional,1,43
0.0,2011-03-27,0,Rufiji,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,3,41
0.0,2011-03-13,0,Internal,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,good,enough,shallow well,other,non functional,3,41
250.0,2013-01-31,1269,Lake Tanganyika,Kigoma,420,Water authority,True,1970-01-01 00:00:00.000001999,gravity,monthly,good,enough,river/lake,communal standpipe,non functional,1,43
5000.0,2013-01-31,1175,Lake Rukwa,Rukwa,120,VWC,True,1970-01-01 00:00:00.000001986,handpump,annually,good,insufficient,borehole,hand pump,functional,1,43
50.0,2011-03-18,-20,Wami/Ruvu,Pwani,50,Private operator,True,1970-01-01 00:00:00.000002009,submersible,per bucket,good,enough,borehole,communal standpipe,functional,3,41
0.0,2011-04-17,0,Lake Rukwa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,on failure,good,insufficient,river/lake,communal standpipe,functional,4,41
0.0,2012-10-21,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,unknown,good,enough,shallow well,hand pump,functional,10,42
0.0,2013-02-01,1380,Internal,Singida,458,Parastatal,True,1970-01-01 00:00:00.000002008,gravity,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,2,43
500.0,2013-11-03,736,Pangani,Kilimanjaro,120,Water authority,True,1970-01-01 00:00:00.000002011,gravity,monthly,good,enough,river/lake,communal standpipe,functional,11,43
0.0,2011-07-30,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,functional,7,41
100.0,2013-01-31,1169,Lake Rukwa,Rukwa,250,VWC,True,1970-01-01 00:00:00.000002012,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,1,43
0.0,2013-03-22,1842,Internal,Arusha,150,VWC,True,1970-01-01 00:00:00.000002012,gravity,never pay,good,insufficient,spring,communal standpipe,functional,3,43
5000.0,2011-02-26,114,Wami/Ruvu,Pwani,10,Parastatal,True,1970-01-01 00:00:00.000002010,motorpump,monthly,good,insufficient,river/lake,communal standpipe,functional,2,41
10.0,2013-07-03,1194,Pangani,Kilimanjaro,50,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,functional,7,43
0.0,2013-03-06,1719,Internal,Manyara,205,VWC,True,1970-01-01 00:00:00.000002011,gravity,never pay,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2012-10-02,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,wind-powered,monthly,salty,enough,shallow well,communal standpipe,functional,10,42
0.0,2011-03-30,554,Pangani,Tanga,200,VWC,False,1970-01-01 00:00:00.000001978,handpump,never pay,good,insufficient,shallow well,hand pump,functional,3,41
20.0,2011-03-11,21,Pangani,Tanga,150,VWC,False,1970-01-01 00:00:00.000002009,submersible,per bucket,salty,insufficient,borehole,communal standpipe,non functional,3,41
10.0,2011-02-27,438,Wami/Ruvu,Morogoro,150,WUG,True,1970-01-01 00:00:00.000001998,submersible,per bucket,good,insufficient,borehole,communal standpipe,functional,2,41
0.0,2013-03-30,1476,Pangani,Arusha,150,VWC,True,1970-01-01 00:00:00.000002002,gravity,never pay,good,insufficient,spring,communal standpipe,functional,3,43
100.0,2011-06-07,1605,Rufiji,Iringa,350,VWC,True,1970-01-01 00:00:00.000002010,gravity,per bucket,good,enough,spring,communal standpipe,functional,6,41
0.0,2013-03-04,-40,Ruvuma/Southern Coast,Lindi,300,VWC,True,1970-01-01 00:00:00.000002011,submersible,never pay,salty,insufficient,other,communal standpipe,non functional,3,43
500.0,2013-01-16,1009,Lake Tanganyika,Kigoma,450,VWC,True,1970-01-01 00:00:00.000001985,gravity,monthly,good,enough,river/lake,communal standpipe,functional needs repair,1,43
0.0,2013-07-04,1318,Internal,Arusha,200,VWC,True,1970-01-01 00:00:00.000002012,gravity,unknown,good,insufficient,spring,communal standpipe,functional,7,43
0.0,2011-03-16,0,Internal,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,never pay,good,enough,borehole,communal standpipe,non functional,3,41
0.0,2013-03-08,1598,Lake Victoria,Mara,400,Other,True,1970-01-01 00:00:00.000001998,handpump,other,good,insufficient,shallow well,hand pump,functional,3,43
0.0,2012-10-11,0,Internal,Tabora,0,Water authority,True,1970-01-01 00:00:00.000000000,submersible,unknown,good,insufficient,dam,communal standpipe,non functional,10,42
20.0,2011-03-07,313,Wami/Ruvu,Pwani,80,WUA,True,1970-01-01 00:00:00.000002008,submersible,per bucket,good,enough,river/lake,communal standpipe,functional,3,41
0.0,2013-03-18,939,Pangani,Arusha,120,VWC,True,1970-01-01 00:00:00.000001974,gravity,unknown,good,insufficient,spring,communal standpipe,non functional,3,43
500.0,2013-01-15,852,Lake Tanganyika,Kigoma,400,VWC,True,1970-01-01 00:00:00.000001985,gravity,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,1,43
0.0,2011-03-11,691,Rufiji,Iringa,1,VWC,True,1970-01-01 00:00:00.000001992,gravity,never pay,good,enough,spring,communal standpipe,functional,3,41
0.0,2013-01-28,1927,Lake Tanganyika,Rukwa,0,VWC,True,1970-01-01 00:00:00.000001984,gravity,never pay,good,dry,spring,communal standpipe,non functional,1,43
0.0,2013-03-23,49,Wami/Ruvu,Dar es Salaam,120,WUG,False,1970-01-01 00:00:00.000002000,submersible,unknown,good,enough,borehole,communal standpipe,non functional,3,43
0.0,2013-02-12,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,never pay,good,seasonal,shallow well,hand pump,functional,2,43
0.0,2013-02-24,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,gravity,other,good,seasonal,rainwater harvesting,communal standpipe,functional,2,43
0.0,2013-01-27,310,Ruvuma/Southern Coast,Lindi,215,VWC,False,1970-01-01 00:00:00.000001972,other,never pay,unknown,dry,borehole,communal standpipe,non functional,1,43
50.0,2011-02-23,112,Rufiji,Pwani,1,Private operator,True,1970-01-01 00:00:00.000002008,handpump,per bucket,good,enough,shallow well,hand pump,functional,2,41
0.0,2011-03-18,0,Internal,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,motorpump,unknown,good,dry,borehole,communal standpipe,non functional,3,41
500.0,2011-04-15,1959,Rufiji,Iringa,125,WUA,True,1970-01-01 00:00:00.000002009,gravity,monthly,good,enough,spring,communal standpipe,functional,4,41
0.0,2013-03-04,1228,Pangani,Kilimanjaro,1,VWC,True,1970-01-01 00:00:00.000001976,gravity,never pay,good,enough,spring,other,non functional,3,43
0.0,2011-04-04,1176,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000001981,gravity,never pay,good,enough,spring,communal standpipe,non functional,4,41
0.0,2011-07-11,0,Lake Victoria,Kagera,0,WUA,True,1970-01-01 00:00:00.000000000,handpump,monthly,good,enough,shallow well,hand pump,functional,7,41
200.0,2013-03-23,629,Pangani,Kilimanjaro,90,Water authority,True,1970-01-01 00:00:00.000002005,gravity,monthly,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2013-01-24,298,Ruvuma/Southern Coast,Mtwara,1,Water Board,True,1970-01-01 00:00:00.000001982,submersible,never pay,good,dry,borehole,communal standpipe,non functional,1,43
3000.0,2013-01-30,1953,Lake Tanganyika,Rukwa,0,VWC,True,1970-01-01 00:00:00.000001982,handpump,annually,good,seasonal,borehole,hand pump,functional,1,43
0.0,2012-10-22,0,Internal,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,dry,shallow well,hand pump,non functional,10,42
50.0,2012-10-18,1458,Lake Victoria,Mara,400,VWC,True,1970-01-01 00:00:00.000002009,submersible,per bucket,good,enough,borehole,communal standpipe,functional,10,42
0.0,2011-07-07,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,dry,spring,communal standpipe,non functional,7,41
0.0,2011-03-05,354,Wami/Ruvu,Morogoro,1,VWC,True,1970-01-01 00:00:00.000001996,other,never pay,salty,enough,shallow well,other,non functional,3,41
0.0,2013-02-18,1038,Lake Nyasa,Ruvuma,250,Parastatal,True,1970-01-01 00:00:00.000002010,gravity,unknown,good,dry,river/lake,communal standpipe,non functional,2,43
20.0,2011-03-09,267,Wami/Ruvu,Pwani,1240,WUA,True,1970-01-01 00:00:00.000002008,submersible,per bucket,good,insufficient,river/lake,communal standpipe,non functional,3,41
0.0,2011-07-30,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,salty,insufficient,shallow well,hand pump,functional needs repair,7,41
0.0,2012-10-21,0,Internal,Tabora,0,Water authority,True,1970-01-01 00:00:00.000000000,submersible,per bucket,good,enough,dam,communal standpipe,non functional,10,42
0.0,2013-05-03,448,Pangani,Kilimanjaro,130,Water authority,True,1970-01-01 00:00:00.000001975,gravity,never pay,good,insufficient,spring,communal standpipe,non functional,5,43
0.0,2013-03-18,21,Wami/Ruvu,Dar es Salaam,120,WUG,False,1970-01-01 00:00:00.000002000,handpump,never pay,salty,enough,shallow well,hand pump,non functional,3,43
0.0,2011-07-14,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,improved spring,functional,7,41
0.0,2011-07-09,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,monthly,good,insufficient,shallow well,hand pump,functional needs repair,7,41
0.0,2011-03-29,342,Wami/Ruvu,Morogoro,90,VWC,True,1970-01-01 00:00:00.000001988,gravity,never pay,good,enough,river/lake,communal standpipe,non functional,3,41
0.0,2011-07-20,0,Lake Nyasa,Mbeya,0,Water authority,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,enough,spring,communal standpipe,functional,7,41
400.0,2013-01-15,1536,Internal,Singida,148,VWC,True,1970-01-01 00:00:00.000001974,submersible,monthly,good,dry,borehole,communal standpipe,non functional,1,43
0.0,2011-03-13,0,Pangani,Tanga,1,VWC,True,1970-01-01 00:00:00.000002009,submersible,never pay,salty,enough,other,communal standpipe,functional,3,41
0.0,2012-10-31,0,Lake Tanganyika,Shinyanga,0,WUG,True,1970-01-01 00:00:00.000000000,handpump,unknown,good,enough,shallow well,hand pump,non functional,10,42
0.0,2013-03-26,1401,Pangani,Arusha,136,VWC,True,1970-01-01 00:00:00.000002000,gravity,unknown,good,insufficient,spring,communal standpipe,functional,3,43
0.0,2011-07-22,0,Lake Nyasa,Mbeya,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,monthly,good,enough,spring,communal standpipe,functional,7,41
0.0,2011-08-12,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,seasonal,shallow well,hand pump,functional,8,41
0.0,2011-07-16,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,7,41
0.0,2013-01-19,270,Ruvuma/Southern Coast,Lindi,2350,VWC,False,1970-01-01 00:00:00.000001980,other,never pay,good,enough,shallow well,other,non functional,1,43
0.0,2013-02-16,0,Lake Victoria,Mwanza,0,WUG,False,1970-01-01 00:00:00.000000000,other,unknown,good,enough,other,other,non functional,2,43
0.0,2011-07-25,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,7,41
0.0,2013-02-15,1620,Internal,Manyara,370,Parastatal,True,1970-01-01 00:00:00.000002010,gravity,never pay,good,insufficient,spring,communal standpipe,functional,2,43
750.0,2013-02-16,1636,Lake Tanganyika,Kigoma,750,Water authority,True,1970-01-01 00:00:00.000001999,gravity,monthly,good,enough,spring,communal standpipe,functional,2,43
0.0,2011-02-24,-27,Wami/Ruvu,Pwani,560,VWC,False,1970-01-01 00:00:00.000002007,other,never pay,good,enough,shallow well,other,functional,2,41
0.0,2013-01-29,294,Ruvuma/Southern Coast,Lindi,380,VWC,True,1970-01-01 00:00:00.000000000,other,never pay,salty,insufficient,shallow well,other,non functional,1,43
0.0,2013-02-25,1631,Internal,Kilimanjaro,1,Company,True,1970-01-01 00:00:00.000002000,gravity,monthly,good,insufficient,spring,communal standpipe,functional,2,43
20.0,2013-01-31,760,Ruvuma/Southern Coast,Mtwara,1650,VWC,False,1970-01-01 00:00:00.000000000,submersible,per bucket,good,insufficient,borehole,communal standpipe,non functional,1,43
0.0,2011-03-10,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,submersible,unknown,good,dry,borehole,communal standpipe,non functional,3,41
0.0,2011-07-09,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,rainwater harvesting,communal standpipe,functional,7,41
0.0,2013-01-30,347,Ruvuma/Southern Coast,Mtwara,1,VWC,False,1970-01-01 00:00:00.000002008,gravity,unknown,good,enough,spring,other,non functional,1,43
0.0,2011-03-10,0,Wami/Ruvu,Dodoma,0,VWC,True,1970-01-01 00:00:00.000000000,submersible,unknown,good,dry,borehole,communal standpipe,non functional,3,41
50.0,2011-03-02,45,Rufiji,Pwani,4310,VWC,False,1970-01-01 00:00:00.000002008,submersible,per bucket,good,enough,borehole,communal standpipe,non functional,3,41
0.0,2013-02-20,973,Ruvuma/Southern Coast,Ruvuma,500,VWC,True,1970-01-01 00:00:00.000001993,handpump,on failure,good,dry,shallow well,hand pump,non functional,2,43
0.0,2013-03-22,1586,Pangani,Kilimanjaro,1,VWC,True,1970-01-01 00:00:00.000001972,gravity,never pay,good,insufficient,spring,other,non functional,3,43
20.0,2013-03-25,1301,Pangani,Kilimanjaro,1,Water Board,True,1970-01-01 00:00:00.000002001,gravity,monthly,good,enough,spring,communal standpipe,functional,3,43
10.0,2013-06-03,1145,Pangani,Kilimanjaro,35,Water Board,True,1970-01-01 00:00:00.000001999,gravity,per bucket,good,enough,spring,communal standpipe,non functional,6,43
10.0,2013-03-19,1680,Internal,Arusha,230,VWC,True,1970-01-01 00:00:00.000002009,gravity,per bucket,good,seasonal,river/lake,communal standpipe,functional,3,43
0.0,2011-02-26,2065,Lake Nyasa,Iringa,0,VWC,False,1970-01-01 00:00:00.000001984,gravity,never pay,good,enough,spring,communal standpipe,functional,2,41
0.0,2011-03-06,1636,Lake Nyasa,Iringa,35,VWC,False,1970-01-01 00:00:00.000001998,gravity,never pay,good,enough,spring,communal standpipe,functional,3,41
0.0,2011-07-15,0,Lake Rukwa,Mbeya,0,VWC,False,1970-01-01 00:00:00.000000000,handpump,on failure,good,enough,borehole,hand pump,non functional,7,41
0.0,2011-07-23,0,Lake Victoria,Kagera,0,VWC,True,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,7,41
0.0,2011-04-11,0,Wami/Ruvu,Morogoro,250,VWC,True,1970-01-01 00:00:00.000001978,other,never pay,good,enough,shallow well,other,non functional,4,41
0.0,2013-03-22,1079,Pangani,Arusha,120,VWC,True,1970-01-01 00:00:00.000001963,gravity,unknown,good,insufficient,spring,communal standpipe,non functional,3,43
0.0,2011-07-24,1184,Lake Victoria,Mwanza,2000,VWC,True,1970-01-01 00:00:00.000001974,other,never pay,good,insufficient,river/lake,communal standpipe,non functional,7,41
30.0,2013-01-19,1549,Internal,Singida,310,WUG,True,1970-01-01 00:00:00.000002006,motorpump,per bucket,good,enough,borehole,communal standpipe,functional,1,43
0.0,2013-02-25,0,Lake Victoria,Shinyanga,0,WUG,False,1970-01-01 00:00:00.000000000,handpump,other,good,enough,shallow well,hand pump,functional,2,43
0.0,2012-10-26,0,Lake Victoria,Mwanza,0,VWC,True,1970-01-01 00:00:00.000000000,handpump,never pay,good,enough,shallow well,hand pump,functional,10,42
0.0,2011-02-28,37,Wami/Ruvu,Pwani,1041,Private operator,False,1970-01-01 00:00:00.000002010,submersible,never pay,good,enough,borehole,communal standpipe,functional,2,41
200.0,2013-07-03,865,Lake Nyasa,Ruvuma,80,VWC,True,1970-01-01 00:00:00.000002002,gravity,monthly,good,enough,spring,communal standpipe,functional,7,43
0.0,2011-04-17,0,Internal,Dodoma,0,VWC,False,1970-01-01 00:00:00.000000000,gravity,never pay,good,enough,spring,communal standpipe,non functional,4,41
0.0,2013-02-12,1183,Internal,Manyara,180,VWC,True,1970-01-01 00:00:00.000001998,gravity,never pay,good,enough,spring,communal standpipe,functional,2,43
